Results from heasarc_actszclust: Atacama Cosmology Telescope DR5 Sunyaev-Zeldovich Cluster Catalog
Coordinate system: Equatorial
|name               |ra         |dec        |snr     |y_c       |y_c_error |redshift|redshift_error|mass_500c|mass_500c_pos_err|mass_500c_neg_err|mass_200m|mass_200m_pos_err|mass_200m_neg_err|
|ACT-CL J0235.4-4217|02 35 28.08|-42 17 24.4| 5.83660|5.0128e-05|8.5886e-06|0.975159|      0.025204|  2.21481|          0.42692|          0.35793|  3.76477|          0.72568|          0.60841|
|ACT-CL J0322.8-4215|03 22 51.68|-42 15 25.0| 4.56298|6.9262e-05|1.5179e-05|0.557332|      0.006758|  2.04479|          0.47090|          0.38275|  3.54329|          0.81599|          0.66325|
|ACT-CL J0035.2-4213|00 35 15.27|-42 13 42.1| 6.03711|4.6109e-05|7.6376e-06|0.540200|      0.021563|  2.19961|          0.44940|          0.37316|  3.82608|          0.78170|          0.64909|
|ACT-CL J2050.2-4212|20 50 17.99|-42 13 00.0| 4.34095|1.4242e-04|3.2809e-05|0.484074|      0.007617|  2.80674|          0.68462|          0.55037|  4.94984|          1.20737|          0.97061|
|ACT-CL J0454.9-4211|04 54 55.06|-42 11 20.3| 6.71236|1.7039e-04|2.5385e-05|0.890485|      0.015078|  3.17270|          0.58559|          0.49435|  5.43542|          1.00322|          0.84691|
|ACT-CL J0126.3-4211|01 26 23.59|-42 11 00.2| 4.35609|4.1980e-05|9.6371e-06|0.681271|      0.015441|  1.93920|          0.44822|          0.36407|  3.31569|          0.76638|          0.62250|
|ACT-CL J0006.0-4208|00 06 02.87|-42 08 04.2| 5.02107|4.1418e-05|8.2488e-06|0.827913|      0.011390|  1.88263|          0.39246|          0.32476|  3.19360|          0.66575|          0.55090|
|ACT-CL J0130.9-4207|01 31 00.00|-42 07 30.1| 6.04893|1.8672e-04|3.0869e-05|0.502008|      0.007212|  2.36941|          0.50183|          0.41412|  4.15093|          0.87915|          0.72549|
|ACT-CL J2229.0-4205|22 29 02.88|-42 05 09.9| 5.16061|4.6994e-05|9.1062e-06|0.565571|      0.006751|  2.37595|          0.54917|          0.44607|  4.12627|          0.95374|          0.77468|
|ACT-CL J0058.1-4204|00 58 06.17|-42 04 52.2| 6.35282|9.5207e-05|1.4987e-05|0.504538|      0.006586|  2.58060|          0.52510|          0.43632|  4.52770|          0.92130|          0.76553|
|ACT-CL J2311.3-4204|23 11 21.58|-42 04 02.2| 5.75692|4.5163e-05|7.8450e-06|1.160000|      0.097200|  2.03496|          0.39894|          0.33355|  3.46897|          0.68008|          0.56860|
|ACT-CL J0455.9-4158|04 55 59.01|-41 59 00.0| 4.12479|1.4129e-04|3.4255e-05|0.295424|      0.006382|  2.18602|          0.60338|          0.47286|  3.99844|          1.10364|          0.86491|
|ACT-CL J0144.6-4157|01 44 36.44|-41 57 31.7| 7.32801|7.1493e-05|9.7561e-06|1.029800|      0.028417|  2.60380|          0.45521|          0.38747|  4.44452|          0.77701|          0.66139|
|ACT-CL J0041.0-4155|00 41 04.07|-41 55 38.1| 5.76216|7.2793e-05|1.2633e-05|0.760009|      0.016365|  2.13985|          0.42304|          0.35321|  3.64887|          0.72136|          0.60229|
|ACT-CL J0225.8-4154|02 25 52.28|-41 54 32.4| 8.05809|6.0094e-05|7.4576e-06|0.219500|      0.000000|  2.36778|          0.56339|          0.45510|  4.44773|          1.05829|          0.85488|
|ACT-CL J0106.3-4154|01 06 21.21|-41 54 06.3| 4.77261|1.5201e-04|3.1850e-05|0.411537|      0.012336|  2.04902|          0.49980|          0.40179|  3.63660|          0.88704|          0.71310|
|ACT-CL J2321.5-4153|23 21 33.00|-41 54 00.0| 4.22704|3.1156e-05|7.3706e-06|0.106882|      0.005280|  1.52182|          0.53002|          0.39311|  2.96370|          1.03219|          0.76556|
|ACT-CL J0209.8-4153|02 09 53.33|-41 53 20.0| 4.22015|1.0124e-04|2.3989e-05|0.493902|      0.008528|  1.84922|          0.46218|          0.36976|  3.22627|          0.80634|          0.64511|
|ACT-CL J0237.7-4151|02 37 43.66|-41 51 51.5| 5.73533|7.2686e-05|1.2673e-05|0.407581|      0.011391|  2.44566|          0.53230|          0.43715|  4.36149|          0.94928|          0.77960|
|ACT-CL J0537.4-4151|05 37 27.00|-41 51 44.6| 4.40614|1.4684e-04|3.3326e-05|0.581373|      0.009044|  2.40723|          0.57688|          0.46536|  4.17394|          1.00026|          0.80690|
|ACT-CL J0242.1-4150|02 42 08.69|-41 50 16.2| 6.64240|6.4392e-05|9.6941e-06|0.696552|      0.015094|  2.59843|          0.49447|          0.41542|  4.46562|          0.84978|          0.71393|
|ACT-CL J0009.1-4147|00 09 07.99|-41 47 29.9| 4.98792|3.7941e-05|7.6066e-06|0.597257|      0.008686|  1.89303|          0.41519|          0.34051|  3.25976|          0.71496|          0.58635|
|ACT-CL J2039.3-4144|20 39 21.02|-41 44 14.6| 4.58827|2.4637e-04|5.3697e-05|0.663200|      0.042740|  2.77790|          0.65151|          0.52774|  4.79302|          1.12413|          0.91057|
|ACT-CL J0022.1-4143|00 22 09.50|-41 43 55.5| 5.64977|3.9203e-05|6.9389e-06|0.297800|      0.024450|  1.90217|          0.45098|          0.36455|  3.46559|          0.82165|          0.66418|
|ACT-CL J0628.8-4143|06 28 49.93|-41 43 33.0|13.58317|1.5252e-04|1.1229e-05|0.176000|      0.000000|  6.40824|          1.42166|          1.16353| 12.57317|          2.78935|          2.28289|
|ACT-CL J0415.7-4143|04 15 47.00|-41 43 29.9| 4.58645|5.4310e-05|1.1841e-05|0.715656|      0.018089|  2.46086|          0.55008|          0.44959|  4.21895|          0.94308|          0.77078|
|ACT-CL J2024.9-4139|20 24 58.80|-41 39 35.7| 4.73408|2.4323e-04|5.1379e-05|0.501617|      0.007665|  2.77981|          0.65432|          0.52965|  4.88755|          1.15045|          0.93125|
|ACT-CL J0125.4-4139|01 25 24.33|-41 39 14.0| 4.89188|4.3380e-05|8.8678e-06|0.621554|      0.011146|  2.07171|          0.46135|          0.37733|  3.56537|          0.79398|          0.64937|
|ACT-CL J0530.6-4139|05 30 40.44|-41 39 08.5| 7.23444|1.0169e-04|1.4056e-05|0.794947|      0.009783|  3.52518|          0.64490|          0.54517|  6.06716|          1.10994|          0.93828|
|ACT-CL J0529.9-4138|05 29 55.95|-41 38 20.7| 5.67962|9.6957e-05|1.7071e-05|0.792680|      0.009838|  2.94330|          0.58673|          0.48921|  5.04612|          1.00592|          0.83872|
|ACT-CL J0025.9-4133|00 25 58.75|-41 33 10.9| 9.07087|7.5908e-05|8.3684e-06|0.539000|      0.000000|  2.96977|          0.54088|          0.45754|  5.20088|          0.94722|          0.80129|
|ACT-CL J0607.8-4131|06 07 53.34|-41 31 19.9| 4.28338|1.1538e-04|2.6936e-05|0.635992|      0.012617|  2.44398|          0.57735|          0.46703|  4.21513|          0.99576|          0.80548|
|ACT-CL J0245.5-4130|02 45 30.00|-41 30 30.6| 4.84320|4.5316e-05|9.3565e-06|0.701569|      0.016429|  2.06033|          0.44843|          0.36828|  3.52222|          0.76661|          0.62958|
|ACT-CL J2320.1-4130|23 20 09.01|-41 30 30.0| 4.43843|6.2802e-05|1.4150e-05|0.643396|      0.017126|  1.86457|          0.42939|          0.34902|  3.19528|          0.73585|          0.59811|
|ACT-CL J0205.8-4130|02 05 51.29|-41 30 12.5| 5.78693|5.1892e-05|8.9671e-06|0.412345|      0.011293|  2.37431|          0.51478|          0.42306|  4.22721|          0.91651|          0.75321|
|ACT-CL J2011.9-4129|20 11 58.62|-41 29 35.5| 5.15521|5.8066e-05|1.1264e-05|0.149600|      0.000000|  2.55232|          0.76103|          0.58623|  4.93930|          1.47276|          1.13449|
|ACT-CL J2358.7-4129|23 58 46.42|-41 29 06.2| 5.68689|3.7326e-05|6.5634e-06|0.429476|      0.010299|  1.89564|          0.42374|          0.34632|  3.34657|          0.74807|          0.61140|
|ACT-CL J2200.7-4127|22 00 42.00|-41 27 45.1| 4.18219|5.3856e-05|1.2878e-05|0.631624|      0.010719|  2.44566|          0.58609|          0.47279|  4.21981|          1.01126|          0.81576|
|ACT-CL J0205.1-4125|02 05 11.76|-41 25 50.9| 6.02508|5.8457e-05|9.7023e-06|0.396176|      0.010302|  2.57350|          0.55797|          0.45855|  4.60605|          0.99865|          0.82071|
|ACT-CL J0114.7-4123|01 14 42.29|-41 23 43.3|14.41509|1.2994e-04|9.0141e-06|0.379063|      0.009784|  5.00136|          0.92719|          0.78218|  9.13051|          1.69268|          1.42796|
|ACT-CL J0307.5-4123|03 07 32.51|-41 23 32.8| 8.37217|1.0169e-04|1.2146e-05|0.619875|      0.010073|  3.20343|          0.57822|          0.48981|  5.56644|          1.00475|          0.85112|
|ACT-CL J2104.3-4120|21 04 19.88|-41 20 58.0| 8.62156|9.7085e-05|1.1261e-05|0.165100|      0.000000|  3.94659|          0.96942|          0.77825|  7.67511|          1.88527|          1.51350|
|ACT-CL J2338.0-4120|23 38 02.03|-41 20 21.1| 5.06385|7.0575e-05|1.3937e-05|1.182800|      0.030559|  1.84541|          0.36635|          0.30567|  3.14241|          0.62383|          0.52050|
|ACT-CL J2248.9-4118|22 48 56.96|-41 18 30.0| 4.29774|1.1494e-04|2.6745e-05|0.902809|      0.017061|  1.53762|          0.37111|          0.29896|  2.59417|          0.62611|          0.50438|
|ACT-CL J0533.5-4115|05 33 34.48|-41 15 06.4| 5.13548|6.0360e-05|1.1754e-05|0.695704|      0.017191|  2.62360|          0.56224|          0.46302|  4.51007|          0.96651|          0.79594|
|ACT-CL J0557.7-4113|05 57 47.48|-41 13 02.4| 6.60617|9.1544e-05|1.3857e-05|0.854059|      0.012575|  3.33625|          0.62395|          0.52564|  5.72523|          1.07074|          0.90204|
|ACT-CL J2325.2-4111|23 25 12.30|-41 11 45.5|16.72328|1.3420e-04|8.0249e-06|0.358000|      0.000000|  5.40975|          1.00732|          0.84919|  9.94652|          1.85208|          1.56135|
|ACT-CL J2030.9-4111|20 30 59.97|-41 11 30.0| 4.51392|6.8957e-05|1.5276e-05|0.279626|      0.007484|  2.86729|          0.75882|          0.60002|  5.30388|          1.40366|          1.10992|
|ACT-CL J0357.3-4110|03 57 20.40|-41 10 48.3| 4.85487|1.4679e-04|3.0235e-05|0.784843|      0.013313|  1.96338|          0.43392|          0.35538|  3.33832|          0.73780|          0.60425|
|ACT-CL J2134.0-4109|21 34 05.56|-41 09 26.9| 6.93971|1.3895e-04|2.0023e-05|0.718733|      0.014181|  3.89261|          0.73118|          0.61556|  6.73979|          1.26599|          1.06580|
|ACT-CL J0350.9-4109|03 50 59.24|-41 09 20.2| 9.14536|8.0592e-05|8.8123e-06|0.663962|      0.013187|  3.40822|          0.60136|          0.51117|  5.90681|          1.04222|          0.88591|
|ACT-CL J2245.3-4108|22 45 18.99|-41 08 44.7| 4.47994|1.2113e-04|2.7039e-05|0.633264|      0.011766|  1.78296|          0.41665|          0.33773|  3.05538|          0.71399|          0.57875|
|ACT-CL J0340.8-4106|03 40 51.00|-41 06 44.8| 4.37363|3.3818e-05|7.7322e-06|0.558764|      0.007170|  1.87487|          0.44770|          0.36140|  3.24227|          0.77423|          0.62499|
|ACT-CL J0342.9-4102|03 42 56.00|-41 02 45.2| 6.02228|7.1446e-05|1.1864e-05|0.380919|      0.009703|  2.45072|          0.52724|          0.43389|  4.39627|          0.94580|          0.77835|
|ACT-CL J2323.6-4102|23 23 40.40|-41 02 18.0| 4.29189|4.0847e-05|9.5172e-06|0.368400|      0.010012|  1.81767|          0.46527|          0.37044|  3.24803|          0.83140|          0.66196|
|ACT-CL J0542.8-4100|05 42 51.36|-41 00 09.8| 7.67939|9.4343e-05|1.2285e-05|0.639900|      0.000000|  3.81040|          0.71263|          0.60035|  6.63428|          1.24075|          1.04526|
|ACT-CL J0555.8-4058|05 55 53.35|-40 58 09.9| 4.37359|1.5822e-04|3.6176e-05|0.978800|      0.027703|  2.40723|          0.53202|          0.43572|  4.09920|          0.90596|          0.74198|
|ACT-CL J2240.2-4055|22 40 15.01|-40 55 45.2| 5.56277|1.2279e-04|2.2073e-05|0.184259|      0.004854|  1.92855|          0.49866|          0.39621|  3.65262|          0.94444|          0.75041|
|ACT-CL J0434.7-4055|04 34 44.68|-40 55 09.6| 4.43454|1.8366e-04|4.1415e-05|0.638759|      0.013890|  2.31778|          0.54754|          0.44291|  3.99191|          0.94303|          0.76282|
|ACT-CL J0151.9-4052|01 51 55.01|-40 52 00.2| 5.01070|8.0057e-05|1.5977e-05|0.648442|      0.014713|  2.23626|          0.48297|          0.39719|  3.84526|          0.83048|          0.68297|
|ACT-CL J0019.0-4051|00 19 01.86|-40 51 43.4|12.68459|1.1363e-04|8.9578e-06|0.469000|      0.000000|  4.03173|          0.72118|          0.61175|  7.18840|          1.28583|          1.09073|
|ACT-CL J2335.7-4048|23 35 42.99|-40 48 30.0| 4.16996|2.9535e-05|7.0829e-06|0.320153|      0.007186|  1.59148|          0.43509|          0.34168|  2.86991|          0.78459|          0.61614|
|ACT-CL J0054.3-4046|00 54 21.02|-40 46 30.0| 4.16465|9.9306e-05|2.3845e-05|0.407232|      0.011579|  1.78788|          0.46383|          0.36829|  3.16640|          0.82147|          0.65225|
|ACT-CL J0109.9-4046|01 09 54.65|-40 46 04.0| 5.36019|1.3040e-04|2.4327e-05|0.515789|      0.007388|  2.31140|          0.50502|          0.41446|  4.03872|          0.88241|          0.72419|
|ACT-CL J2258.8-4044|22 58 48.59|-40 44 26.7|11.53359|1.3737e-04|1.1910e-05|0.897100|      0.000000|  3.73765|          0.60831|          0.52317|  6.42603|          1.04586|          0.89947|
|ACT-CL J0353.8-4042|03 53 49.82|-40 42 36.1| 4.55033|3.4598e-05|7.6035e-06|0.380271|      0.011183|  1.79034|          0.46137|          0.36684|  3.18942|          0.82191|          0.65350|
|ACT-CL J0044.5-4037|00 44 30.52|-40 37 48.0| 8.30698|8.9417e-05|1.0764e-05|0.978800|      0.027703|  2.74936|          0.46734|          0.39944|  4.69513|          0.79808|          0.68213|
|ACT-CL J0336.2-4037|03 36 16.84|-40 37 41.7|14.49756|1.3527e-04|9.3307e-06|0.173000|      0.000000|  5.34312|          1.17190|          0.96110| 10.44300|          2.29044|          1.87845|
|ACT-CL J2031.8-4037|20 31 52.00|-40 37 23.5|14.96903|3.0563e-04|2.0417e-05|0.341600|      0.000000|  7.44607|          1.40475|          1.18180| 13.86329|          2.61540|          2.20030|
|ACT-CL J0014.9-4036|00 14 58.02|-40 36 17.4|13.56733|1.3623e-04|1.0041e-05|0.517818|      0.007442|  4.11304|          0.71574|          0.60965|  7.27898|          1.26666|          1.07891|
|ACT-CL J2108.6-4036|21 08 39.02|-40 36 15.0| 4.55278|2.4354e-04|5.3492e-05|0.713600|      0.023990|  2.72111|          0.63126|          0.51239|  4.67583|          1.08473|          0.88047|
|ACT-CL J0335.1-4036|03 35 11.25|-40 36 10.2| 7.59087|6.1396e-05|8.0882e-06|0.550400|      0.021706|  2.77599|          0.54651|          0.45661|  4.84683|          0.95419|          0.79724|
|ACT-CL J0448.0-4035|04 48 03.60|-40 35 41.9| 4.54431|1.2113e-04|2.6656e-05|1.121600|      0.029702|  2.23472|          0.47890|          0.39439|  3.81155|          0.81682|          0.67267|
|ACT-CL J2213.1-4033|22 13 11.94|-40 33 33.7| 5.50915|8.6304e-05|1.5666e-05|0.461617|      0.009011|  3.19242|          0.70019|          0.57424|  5.66841|          1.24324|          1.01961|
|ACT-CL J0532.5-4032|05 32 31.00|-40 32 45.0| 4.35193|6.1607e-05|1.4156e-05|0.702399|      0.021354|  2.43222|          0.56012|          0.45527|  4.17239|          0.96087|          0.78101|
|ACT-CL J0200.5-4032|02 00 31.34|-40 32 40.0| 4.13201|3.1780e-05|7.6911e-06|0.790516|      0.015338|  1.70845|          0.41672|          0.33501|  2.89592|          0.70637|          0.56786|
|ACT-CL J0200.0-4032|02 00 01.01|-40 32 30.0| 4.31916|1.3126e-04|3.0390e-05|0.793174|      0.013622|  1.78911|          0.42417|          0.34288|  3.03520|          0.71961|          0.58169|
|ACT-CL J0352.1-4031|03 52 10.59|-40 31 23.5| 5.85915|4.7490e-05|8.1053e-06|0.399878|      0.010937|  2.36289|          0.52023|          0.42636|  4.21748|          0.92855|          0.76100|
|ACT-CL J2355.3-4029|23 55 19.48|-40 29 35.7| 5.95158|4.3182e-05|7.2556e-06|0.250386|      0.005173|  1.93787|          0.45614|          0.36923|  3.58412|          0.84365|          0.68290|
|ACT-CL J0342.2-4028|03 42 15.56|-40 28 20.1| 7.14094|8.4450e-05|1.1826e-05|0.475059|      0.008266|  2.84174|          0.55711|          0.46579|  5.02055|          0.98426|          0.82293|
|ACT-CL J0114.7-4027|01 14 43.67|-40 27 55.1| 4.84992|6.0164e-05|1.2405e-05|0.944420|      0.021863|  2.02378|          0.42188|          0.34911|  3.43310|          0.71567|          0.59222|
|ACT-CL J0001.4-4024|00 01 26.02|-40 24 39.1| 5.48045|1.3694e-04|2.4987e-05|0.906308|      0.017879|  1.90479|          0.38601|          0.32097|  3.22759|          0.65408|          0.54386|
|ACT-CL J2301.8-4023|23 01 53.36|-40 23 17.3| 6.50364|9.9320e-05|1.5271e-05|0.834900|      0.000000|  2.56113|          0.47898|          0.40352|  4.37190|          0.81764|          0.68881|
|ACT-CL J0314.7-4019|03 14 47.89|-40 19 36.2| 5.59447|4.1586e-05|7.4335e-06|0.691946|      0.014403|  2.23626|          0.46432|          0.38449|  3.83212|          0.79567|          0.65887|
|ACT-CL J2131.0-4019|21 31 04.71|-40 19 23.9|10.74639|2.1141e-04|1.9672e-05|0.447123|      0.008699|  5.63404|          1.03988|          0.87786| 10.16753|          1.87664|          1.58423|
|ACT-CL J0317.8-4018|03 17 52.04|-40 18 08.7| 4.65268|5.4332e-05|1.1678e-05|0.865114|      0.013554|  1.96474|          0.42105|          0.34674|  3.33302|          0.71427|          0.58822|
|ACT-CL J2120.5-4016|21 20 33.00|-40 16 30.0| 4.19111|6.7082e-05|1.6006e-05|0.262425|      0.005850|  2.54355|          0.70430|          0.55157|  4.71674|          1.30605|          1.02283|
|ACT-CL J0211.3-4014|02 11 20.99|-40 14 15.2| 4.97631|7.9519e-05|1.5980e-05|0.113544|      0.005416|  2.05608|          0.63336|          0.48420|  4.02243|          1.23908|          0.94728|
|ACT-CL J0327.6-4009|03 27 41.99|-40 09 08.8| 5.00154|1.5433e-04|3.0856e-05|0.657372|      0.015354|  2.09899|          0.46390|          0.37993|  3.60164|          0.79599|          0.65192|
|ACT-CL J0552.6-4008|05 52 39.00|-40 08 30.0| 4.20765|4.3872e-05|1.0427e-05|0.365040|      0.009224|  2.23011|          0.59797|          0.47153|  4.00667|          1.07433|          0.84717|
|ACT-CL J0157.8-4007|01 57 50.43|-40 07 13.5| 4.63221|4.6077e-05|9.9470e-06|0.586194|      0.010648|  2.08172|          0.47588|          0.38733|  3.59629|          0.82211|          0.66914|
|ACT-CL J2341.2-4002|23 41 14.00|-40 02 44.8| 4.38632|1.1410e-04|2.6013e-05|0.718200|      0.018678|  1.60690|          0.39058|          0.31421|  2.73009|          0.66359|          0.53383|
|ACT-CL J2241.2-4000|22 41 17.02|-40 00 53.0| 7.68646|1.7065e-04|2.2201e-05|0.850473|      0.013619|  2.76264|          0.48969|          0.41596|  4.72181|          0.83696|          0.71094|
|ACT-CL J0158.7-4000|01 58 42.98|-40 00 30.0| 4.36584|1.3695e-04|3.1367e-05|0.871243|      0.013839|  1.85688|          0.42448|          0.34550|  3.14606|          0.71918|          0.58537|
|ACT-CL J2055.4-3959|20 55 29.99|-39 59 37.4| 4.28716|6.2765e-05|1.4640e-05|0.890865|      0.016128|  2.50531|          0.56424|          0.46053|  4.27022|          0.96174|          0.78495|
|ACT-CL J0552.2-3954|05 52 14.00|-39 54 14.9| 4.15274|1.1339e-04|2.7306e-05|0.352241|      0.008619|  2.27665|          0.59855|          0.47394|  4.10496|          1.07922|          0.85455|
|ACT-CL J0339.1-3952|03 39 06.71|-39 52 03.9| 6.90628|1.3511e-04|1.9563e-05|1.240000|      0.070000|  2.42220|          0.42934|          0.36470|  4.15997|          0.73737|          0.62635|
|ACT-CL J2259.2-3951|22 59 14.77|-39 51 49.5|10.46744|8.3010e-05|7.9303e-06|0.531358|      0.007643|  3.75054|          0.67088|          0.56909|  6.61023|          1.18241|          1.00300|
|ACT-CL J2156.1-3951|21 56 07.28|-39 51 27.3| 4.34009|4.8298e-05|1.1128e-05|0.947527|      0.028519|  1.91400|          0.51154|          0.40366|  3.24313|          0.86676|          0.68397|
|ACT-CL J0544.9-3949|05 44 58.01|-39 49 37.0| 7.98492|2.1744e-04|2.7232e-05|0.517744|      0.006645|  3.99031|          0.75933|          0.63794|  7.05685|          1.34288|          1.12819|
|ACT-CL J0224.2-3948|02 24 12.80|-39 48 54.1| 4.61551|8.7797e-05|1.9022e-05|0.236577|      0.024732|  1.81267|          0.48762|          0.38425|  3.36277|          0.90461|          0.71285|
|ACT-CL J0029.7-3948|00 29 43.34|-39 48 49.9| 4.22484|1.0145e-04|2.4013e-05|0.836000|      0.025704|  1.54399|          0.36474|          0.29504|  2.60804|          0.61611|          0.49838|
|ACT-CL J2341.0-3948|23 41 00.03|-39 48 24.9| 5.14584|3.8508e-05|7.4832e-06|0.700599|      0.016857|  1.95394|          0.41547|          0.34262|  3.33686|          0.70952|          0.58511|
|ACT-CL J0616.5-3947|06 16 30.01|-39 47 51.5| 4.44232|4.8940e-05|1.1017e-05|0.152000|      0.000000|  2.18301|          0.68625|          0.52212|  4.20314|          1.32131|          1.00528|
|ACT-CL J0536.1-3946|05 36 11.25|-39 46 30.0| 5.16043|6.3673e-05|1.2339e-05|0.266300|      0.005313|  2.72861|          0.67961|          0.54410|  5.06233|          1.26087|          1.00945|
|ACT-CL J0231.1-3944|02 31 11.00|-39 44 30.0| 4.10282|5.0373e-05|1.2278e-05|0.462209|      0.008175|  1.86585|          0.46955|          0.37514|  3.27306|          0.82367|          0.65807|
|ACT-CL J0348.6-3942|03 48 41.01|-39 42 30.0| 4.33048|1.3266e-04|3.0634e-05|0.754549|      0.021745|  1.78911|          0.42875|          0.34587|  3.04026|          0.72858|          0.58774|
|ACT-CL J0355.6-3940|03 55 41.98|-39 40 14.5| 5.62944|4.9274e-05|8.7529e-06|0.907400|      0.026704|  2.22857|          0.43507|          0.36401|  3.78855|          0.73961|          0.61881|
|ACT-CL J0351.1-3937|03 51 08.31|-39 37 48.3| 8.05195|7.8373e-05|9.7335e-06|0.279741|      0.005911|  3.04640|          0.64013|          0.52898|  5.64339|          1.18583|          0.97993|
|ACT-CL J0000.3-3936|00 00 20.00|-39 36 15.0| 4.05864|2.7778e-05|6.8443e-06|0.356218|      0.009060|  1.49071|          0.40232|          0.31681|  2.65982|          0.71784|          0.56528|
|ACT-CL J0028.8-3934|00 28 53.98|-39 34 07.3| 4.33167|3.2347e-05|7.4676e-06|0.191657|      0.005164|  1.43334|          0.41207|          0.32006|  2.68754|          0.77264|          0.60012|
|ACT-CL J0342.8-3931|03 42 48.66|-39 31 56.8| 4.82720|7.0243e-05|1.4551e-05|0.319293|      0.007204|  1.96474|          0.48092|          0.38635|  3.56082|          0.87161|          0.70021|
|ACT-CL J0336.8-3929|03 36 50.08|-39 29 39.1|12.18213|1.2753e-04|1.0468e-05|0.397462|      0.010159|  4.40319|          0.81270|          0.68607|  7.97962|          1.47281|          1.24333|
|ACT-CL J0523.3-3929|05 23 19.00|-39 29 14.6| 4.47203|1.5493e-04|3.4644e-05|0.427140|      0.012349|  2.43725|          0.60914|          0.48734|  4.32889|          1.08192|          0.86558|
|ACT-CL J0429.8-3928|04 29 52.24|-39 28 08.0| 5.85520|2.4634e-04|4.2073e-05|0.348595|      0.009453|  2.95345|          0.66019|          0.53958|  5.36276|          1.19875|          0.97975|
|ACT-CL J0528.8-3927|05 28 51.96|-39 27 45.8|16.44940|1.7099e-04|1.0395e-05|0.283900|      0.000000|  6.37304|          1.25466|          1.04828| 12.01646|          2.36568|          1.97655|
|ACT-CL J0437.3-3927|04 37 23.00|-39 27 45.1| 4.44147|8.8206e-05|1.9860e-05|0.970641|      0.024799|  2.29554|          0.49963|          0.41032|  3.90483|          0.84989|          0.69797|
|ACT-CL J0108.0-3927|01 08 00.98|-39 27 30.0| 4.38318|1.4043e-04|3.2038e-05|0.563190|      0.007970|  1.90873|          0.47049|          0.37745|  3.30028|          0.81349|          0.65263|
|ACT-CL J2308.0-3922|23 08 02.03|-39 22 07.0| 4.68308|1.4728e-04|3.1449e-05|0.846200|      0.025847|  1.90217|          0.43162|          0.35179|  3.22596|          0.73200|          0.59662|
|ACT-CL J0223.9-3921|02 23 58.72|-39 21 28.1| 5.48358|4.7343e-05|8.6336e-06|0.492812|      0.007587|  2.31618|          0.50218|          0.41270|  4.06149|          0.88058|          0.72368|
|ACT-CL J0612.4-3921|06 12 27.58|-39 21 17.8| 4.43632|7.6128e-05|1.7160e-05|0.514460|      0.007095|  2.53656|          0.60355|          0.48754|  4.44209|          1.05695|          0.85379|
|ACT-CL J0111.5-3921|01 11 34.37|-39 21 00.5| 4.82008|4.3183e-05|8.9591e-06|0.989000|      0.027846|  1.99198|          0.42023|          0.34702|  3.37894|          0.71283|          0.58864|
|ACT-CL J0540.0-3918|05 40 03.40|-39 18 30.2| 5.19693|7.1406e-05|1.3740e-05|0.479551|      0.008231|  2.87124|          0.64182|          0.52456|  5.07002|          1.13332|          0.92627|
|ACT-CL J0521.3-3917|05 21 21.63|-39 17 36.4| 7.32045|7.6484e-05|1.0448e-05|0.428688|      0.010186|  3.46263|          0.71607|          0.59336|  6.19822|          1.28179|          1.06214|
|ACT-CL J0613.9-3917|06 13 56.38|-39 17 30.3| 4.95974|8.9643e-05|1.8074e-05|0.671926|      0.013632|  2.81254|          0.60979|          0.50114|  4.85071|          1.05169|          0.86430|
|ACT-CL J2320.5-3917|23 20 35.99|-39 17 14.9| 4.67904|4.2204e-05|9.0198e-06|0.866600|      0.026132|  1.98787|          0.42600|          0.35082|  3.37300|          0.72284|          0.59527|
|ACT-CL J0343.4-3917|03 43 24.99|-39 17 10.4|14.15405|1.6358e-04|1.1557e-05|0.803777|      0.009926|  4.43361|          0.71449|          0.61533|  7.66757|          1.23565|          1.06416|
|ACT-CL J0241.2-3916|02 41 13.52|-39 16 05.7|11.38215|2.2283e-04|1.9577e-05|1.019600|      0.028274|  3.66123|          0.59002|          0.50813|  6.29515|          1.01448|          0.87369|
|ACT-CL J0249.0-3915|02 49 04.34|-39 15 13.9| 9.12118|7.8358e-05|8.5908e-06|0.658840|      0.012870|  3.34545|          0.59299|          0.50371|  5.79807|          1.02773|          0.87299|
|ACT-CL J0330.1-3913|03 30 09.48|-39 13 15.4| 6.57695|6.2597e-05|9.5177e-06|0.546203|      0.006646|  2.64901|          0.52369|          0.43725|  4.62288|          0.91391|          0.76306|
|ACT-CL J0404.9-3912|04 04 56.79|-39 12 05.9| 4.74323|2.0568e-04|4.3362e-05|1.203200|      0.030845|  2.25792|          0.47445|          0.39207|  3.86490|          0.81212|          0.67111|
|ACT-CL J0046.4-3911|00 46 24.45|-39 11 56.4|18.67443|1.7264e-04|9.2447e-06|0.592000|      0.000000|  5.59924|          0.94275|          0.80689|  9.88492|          1.66433|          1.42449|
|ACT-CL J0341.7-3909|03 41 44.03|-39 09 15.8| 6.72846|1.2311e-04|1.8296e-05|0.404814|      0.010606|  2.65449|          0.54454|          0.45185|  4.74556|          0.97350|          0.80779|
|ACT-CL J0546.9-3904|05 46 59.99|-39 04 21.5| 5.74993|5.9049e-05|1.0269e-05|0.314247|      0.008007|  2.37104|          0.61307|          0.48712|  4.32200|          1.11752|          0.88793|
