source_number;name;ra;dec;snr;ir_contam_flag;nn_quality_flag;y5r500;y5r500_error;validation_status;redshift;redshift_source_name;mass_sz;mass_sz_pos_err;cosmology_sample_flag
1244;PSZ2 G269.02+46.30;169,7936;-10,3987; 4.66698;0;0,897764;0,000824519;0,000218433; -1;;;;;0
1245;PSZ2 G269.03+44.22;168,7247;-12,2032; 6.44437;0;0,961497;0,00369938;0,00115282; 20; 0.191200;ACO  1211; 4.211417;0,435718;1
1246;PSZ2 G269.31-49.87;52,1759;-55,7203;10,46915;0;0,978302;0,00477147;0,00115742; 21; 0.085300;RXCJ0328.6-5542; 3.262202;0,198426;1
1247;PSZ2 G269.36-47.20;56,4315;-56,9703; 5.48195;0;0,77026;0,00981828;0,00228791; 21; 0.057000;RXCJ0346.1-5702; 1.534310;0,243767;0
1248;PSZ2 G269.57+15.70;151,7926;-36,3172; 5.05612;0;0,784615;0,00104139;0,000348569; 16;;;;;0
1249;PSZ2 G269.82-64.35;33,2231;-47,2004; 5.18555;0;0,927021;0,00339569;0,00120741; 21; 0.115000;RXC J0212.8-4707; 2.276113;0,310668;0
1250;PSZ2 G270.07-20.02;109,0293;-59,1584; 5.42398;0;0,971456;0,00085058;0,000263715; -1;;;;;0
1251;PSZ2 G270.37+69.42;181,8074;9,3969; 4.77902;0;0,997827;0,00192711;0,000833609; 24; 0.291776;RMJ120709.6+092344.2; 4.545863;0,562847;0
1252;PSZ2 G270.45-14.50;118,9005;-57,2499; 4.85093;0;0,988486;0,00196419;0,000691843; -1;;;;;0
1253;PSZ2 G270.63-35.67;77,4809;-61,2875; 7.93404;0;0,978577;0,00107858;0,00026555; 20; 0.313000;SPT-CLJ0509-6118; 5.343153;0,339046;1
1254;PSZ2 G270.78+36.83;166,0474;-19,2574; 4.98782;0;0,934916;0,00180288;0,00100215; 16;;;;;0
1255;PSZ2 G270.88+37.23;166,3312;-18,9486; 5.48861;0;0,991201;0,00403092;0,00229061; -1;;;;;0
1256;PSZ2 G270.93-58.78;38,9468;-51,3623; 8.95593;0;0,987837;0,00205674;0,000467438; 20; 0.278000;ACT-CL-J0235-5121; 5.950873;0,362664;1
1257;PSZ2 G270.95-31.78;85,583;-61,8726; 5.73271;0;0,976611;0,0030518;0,00138192; 20; 0.140000;; 2.347187;0,275779;0
1258;PSZ2 G271.04-12.16;123,1561;-56,5993; 5.27638;0;0,99106;0,0015781;0,000662717; -1;;;;;0
1259;PSZ2 G271.15+21.10;157,0897;-32,7955; 4.99570;0;0,973668;0,00107617;0,000387035; -1;;;;;0
1260;PSZ2 G271.18-30.95;87,346;-62,0727;14,08465;0;0,985035;0,00185991;0,000298235; 20; 0.370000;SPT-CLJ0549-6205; 7.373215;0,30501;1
1261;PSZ2 G271.28-36.11;76,392;-61,7411; 5.59393;0;0,98468;0,00191039;0,000745158; 22; 0.250000;SPT-CLJ0505-6145; 3.807303;0,344707;0
1262;PSZ2 G271.53+36.41;166,3725;-19,9188; 5.19262;0;0,932335;0,00332312;0,0012664; -1;;;;;0
1263;PSZ2 G271.53-56.57;41,3687;-53,0422;10,418;0;0,978025;0,00186498;0,000328406; 20; 0.300000;ACO S 295; 6.775245;0,367776;1
1264;PSZ2 G271.55+26.00;160,5608;-28,8802; 5.01512;0;0,993486;0,00112277;0,000391632; -1;;;;;0
1265;PSZ2 G271.60-12.50;123,143;-57,2417;10,68943;0;0,997474;0,0109961;0,00230927; 21; 0.062000;RXC J0812.5-5714; 3.506744;0,179781;0
1266;PSZ2 G272.08-29.06;91,487;-62,7972; 7.13737;0;0,96898;0,00216017;0,000620107; 20; 0.097737;ACO S 567; 2.221938;0,170459;1
1267;PSZ2 G272.08-40.16;67,8092;-61,407;39,99466;0;0,992716;0,0426569;0,00298409; 21; 0.058900;RXCJ0431.4-6126; 6.636994;0,113849;1
1268;PSZ2 G272.11-11.50;125,188;-57,1344; 9.75352;0;0,994416;0,0208651;0,00468133; 21; 0.061000;RXC J0820.9-5704; 2.481668;0,129014;0
1269;PSZ2 G272.16+33.47;165,3066;-22,7289; 7.24736;0;0,987552;0,0041133;0,00107828; 21; 0.141600;RXCJ1101.2-2243; 3.825506;0,337788;1
1270;PSZ2 G272.65+32.50;165,1711;-23,7773; 4.64608;0;0,992687;0,00147372;0,000562192; 16;;;;;0
1271;PSZ2 G272.85+48.79;173,3036;-9,4594; 5.34703;0;0,990495;0,00130698;0,000441818; 20; 0.420000;; 5.754681;0,611512;0
1272;PSZ2 G272.88+19.14;157,4212;-35,3258; 8.05733;0;0,873815;0,009476;0,00291843; 20; 0.011054;ACO S 636; 0.826242;0,065717;1
1273;PSZ2 G273.54-30.28;88,8475;-64,1052; 8.43175;0;0,965834;0,00125549;0,000333634; 22; 0.345370;SPT-CLJ0555-6406; 5.635880;0,391871;1
1274;PSZ2 G273.59+63.27;180,1091;3,3485;12,56745;0;0,988213;0,00661294;0,00103729; 20; 0.133900;RXC J1200.4+0320; 5.538075;0,259453;1
1275;PSZ2 G273.69-68.38;27,6651;-45,2368; 5.18995;0;0,999638;0,00517552;0,00168848; 22; 0.320000;SPT-CLJ0150-4511; 3.609938;0,5026;0
1276;PSZ2 G274.73-16.79;118,613;-61,96; 5.64857;0;0,876887;0,00185238;0,000670652; -1;;;;;0
1277;PSZ2 G274.73-32.20;84,3037;-65,0584; 4.97242;0;0,989469;0,00125401;0,000529347; 22; 0.200000;SPT-CLJ0537-6504; 3.361467;0,338682;0
1278;PSZ2 G275.24-40.42;65,5394;-63,5877; 4.85358;0;0,510747;0,00073443;0,000246379; -1;;;;;0
1279;PSZ2 G275.45-28.87;92,2771;-65,7314; 5.81357;0;0,997772;0,0068922;0,00249168; 20;;QW 0608-657;;;0
1280;PSZ2 G275.64-49.09;49,2568;-59,6072; 4.69901;0;0,999353;0,00383797;0,00193449; 22; 0.469000;SPT-CLJ0317-5935; 4.432160;0,466667;0
1281;PSZ2 G275.73-06.12;137,0152;-56,6951; 5.75290;0;0,995229;0,00190398;0,000618855; -1;;;;;0
1282;PSZ2 G276.09-41.53;62,6639;-63,7411; 6.28379;0;0,907424;0,0041386;0,00115907; 22; 0.140000;SPT-CLJ0411-6340; 2.878028;0,267431;0
1283;PSZ2 G276.14-07.68;135,3478;-58,0304; 5.65201;0;0,999936;0,00239889;0,00105242; -1;;;;;0
1284;PSZ2 G276.46-21.52;110,1691;-65,2939; 6.91600;0;0,918481;0,00177174;0,000524945; -1;;;;;0
1285;PSZ2 G276.75-59.82;34,3294;-52,7183; 5.44363;0;0,966307;0,00205668;0,000908279; 21; 0.343200;RXCJ0217.2-5244; 4.482963;0,482562;0
1286;PSZ2 G277.38+47.07;175,3675;-12,299; 4.94882;0;0,993007;0,00205423;0,000786938; 21; 0.119500;RXCJ1141.4-1216; 2.807710;0,368487;0
1287;PSZ2 G277.76-51.74;43,5685;-58,9608;15,06104;0;0,98727;0,00328109;0,000440988; 20; 0.438000;SPT-CLJ0254-5857; 9.692608;0,368847;1
1288;PSZ2 G277.93+12.34;158,0674;-43,666; 5.09167;0;0,981455;0,00186758;0,00089802; -1;;;;;0
1289;PSZ2 G278.32-18.77;117,917;-65,904; 5.11450;0;0,934893;0,000854249;0,00029816; -1;;;;;0
1290;PSZ2 G278.33-41.53;60,9319;-65,242; 7.34364;0;0,93018;0,00253929;0,000881595; 22; 0.120000;ACO 3216; 3.360079;0,307464;1
1291;PSZ2 G278.56+10.74;157,6282;-45,3503; 4.78613;0;0,871617;0,00103209;0,000388974; -1;;;;;0
1292;PSZ2 G278.58+39.16;172,9856;-19,9144;12,1556;0;0,999199;0,0037337;0,00059949; 21; 0.307500;RXCJ1131.9-1955; 8.971329;0,458754;1
1293;PSZ2 G278.74-45.26;53,2084;-63,5469; 6.03076;0;0,001663;0,00068988;0,000118793; 16;;;;;0
1294;PSZ2 G278.79+08.54;156,2233;-47,3374; 7.07014;0;0,999964;0,00145264;0,000372352; -1;;;;;0
1295;PSZ2 G278.87+16.70;162,0431;-40,3359; 5.37325;0;0,995123;0,001326;0,000457837; -1;;;;;0
1296;PSZ2 G278.91-15.76;124,9708;-64,9912; 4.90440;0;0,086317;0,00163617;0,000744647; -1;;;;;0
1297;PSZ2 G278.92+31.06;169,7376;-27,4578; 5.17825;0;0,985571;0,00107228;0,000324291; -1;;;;;0
1298;PSZ2 G278.94-17.62;121,0917;-65,9301; 5.12814;0;0,707083;0,0018266;0,00122485; -1;;;;;0
1299;PSZ2 G279.02+81.24;189,118;19,0782; 4.86395;0;0,583472;0,00276162;0,00115895; 30; 0.180000;NSCS J123631+190301; 3.384779;0,469569;0
1300;PSZ2 G279.51-44.85;53,2472;-64,2313; 5.08776;0;0,869507;0,00105483;0,000440042; 20; 0.078558;ACO S 362; 1.698003;0,212707;0
1301;PSZ2 G279.79+39.09;173,8796;-20,3403; 7.28580;0;0,994785;0,00275322;0,000764882; 20; 0.290000;; 6.118639;0,437946;1
1302;PSZ2 G280.17+47.83;177,4469;-12,2966;12,7185;0;0,975893;0,00672529;0,00114066; 21; 0.155700;RXCJ1149.7-1219; 6.055300;0,299841;1
1303;PSZ2 G280.21+14.57;162,2179;-42,8303; 5.11199;0;0,938943;0,00433979;0,00155707; 30; 0.057987;ABELL S0648; 1.779906;0,238685;0
1304;PSZ2 G280.23-53.84;38,6821;-58,4917; 5.88068;0;0,886769;0,00100332;0,00035628; 20; 0.415000;SPT-CLJ0234-5831; 4.792248;0,527781;0
1305;PSZ2 G280.39-10.48;136,6507;-63,036; 4.99876;0;0,999555;0,00138463;0,000606224; -1;;;;;0
1306;PSZ2 G280.76-52.30;40,2142;-59,8555; 4.52323;0;0,973184;0,00497351;0,00294485; 22; 0.590000;SPT-CLJ0240-5952; 4.876684;0,599783;0
1307;PSZ2 G280.78-52.22;40,3064;-59,9276; 4.82310;0;0,79308;0,00559158;0,00151116; -1;;;;;0
1308;PSZ2 G281.09-42.51;56,2994;-66,5015; 5.01703;0;0,940303;0,00116404;0,000509403; 20; 0.380000;; 4.476924;0,546226;0
1309;PSZ2 G281.26-46.90;47,8488;-63,9067; 6.00791;0;0,998422;0,00108992;0,000351629; 20; 0.284000;SPT-CLJ0311-6354; 4.355146;0,437171;1
1310;PSZ2 G281.48-08.34;141,6462;-62,3463; 6.51783;0;0,969199;0,00106907;0,000315316; -1;;;;;0
1311;PSZ2 G282.11+38.61;175,5;-21,4377; 5.05420;0;0,886301;0,00170816;0,000712252; 16;;;;;0
1312;PSZ2 G282.12+54.04;180,7298;-6,8583; 9.67954;0;0,999675;0,00428565;0,000968468; 21; 0.126800;RXCJ1202.9-0650; 4.654243;0,305992;1
1313;PSZ2 G282.14+38.29;175,4051;-21,7456; 4.90220;0;0,96451;0,00219044;0,00115212; 12; 0.327000;; 4.843995;0,582984;0
1314;PSZ2 G282.28+49.94;179,5033;-10,7755; 6.59224;0;0,996247;0,00114012;0,000239077; 20; 0.660000;; 7.802004;0,646548;0
1315;PSZ2 G282.32-40.15;60,2229;-68,5513; 4.56336;0;0,123888;0,000995127;0,000515475; -1;;;;;0
1316;PSZ2 G282.67+20.83;168,5496;-38,1837; 9.07332;0;0,917922;0,00323974;0,000806993; 21; 0.130600;RXCJ1114.1-3811; 4.447756;0,292212;0
1317;PSZ2 G282.96+14.23;165,299;-44,3202; 4.61148;0;0,991487;0,00128413;0,000620971; 16;;;;;0
1318;PSZ2 G283.16-22.91;111,744;-71,6234; 8.64684;0;0,91993;0,00209883;0,000494244; 20; 0.450000;PLCKESZG283.16-22.; 6.751481;0,454571;0
1319;PSZ2 G283.26+77.37;188,4885;15,1756; 5.99637;1;0,984423;0,00164164;0,000625016; 13; 0.281640;; 5.282574;0,549014;0
1320;PSZ2 G283.91+73.87;187,5549;11,7964; 8.39307;0;0,729693;0,0196147;0,00708504; 21; 0.085200;RXC J1229.9+1147; 2.988091;0,231506;1
1321;PSZ2 G284.30-26.75;99,8762;-73,4026; 4.73162;0;0,748285;0,000546871;0,000160827; -1;;;;;0
1322;PSZ2 G284.41+52.45;181,5622;-8,7887;13,60221;0;0,988772;0,00394709;0,000617829; 21; 0.441400;RXCJ1206.2-0848;11,176133;0,476213;1
1323;PSZ2 G284.59+70.84;186,8635;8,8326; 4.77845;0;0,987388;0,00475175;0,00305468; 21; 0.089600;RXC J1227.4+0849; 2.200535;0,284276;0
1324;PSZ2 G284.97-23.69;110,8395;-73,4393;15,65867;0;0,99094;0,00380471;0,00055216; 20; 0.390000;; 8.392523;0,333284;0
1325;PSZ2 G285.18+16.11;169,0743;-43,4528; 5.84028;0;0,947564;0,00447384;0,00174897; -1;;;;;0
1326;PSZ2 G285.28-47.35;42,538;-65,4994; 5.09994;0;0,980692;0,00108146;0,000467301; -1;;;;;0
1327;PSZ2 G285.52-62.23;26,2624;-53,0405; 9.44991;0;0,996712;0,00524684;0,00111459; 21; 0.116800;RXCJ0145.0-5300; 3.635552;0,242619;1
1329;PSZ2 G285.63+72.75;187,7147;10,5758;10,88553;0;0,977599;0,003721;0,000795734; 20; 0.165000;RXC J1230.7+1033; 5.607035;0,325598;1
1328;PSZ2 G285.63-17.23;131,044;-71,2022; 9.79633;0;0,974117;0,00166723;0,000361197; 20; 0.350000;; 6.641870;0,400039;1
1330;PSZ2 G285.80-26.46;101,4233;-74,7065; 6.64420;0;0,99583;0,00159932;0,000792254; 20;;ACO  3405;;;0
1331;PSZ2 G285.85-46.36;43,4112;-66,5062; 4.75986;0;0,996028;0,00242832;0,0013957; -1;;;;;0
1332;PSZ2 G285.87-74.93;18,6957;-41,4134; 6.67447;0;0,997043;0,00191176;0,000547293; 20; 0.213000;SPT-CLJ0114-4123; 4.495955;0,420387;1
1333;PSZ2 G286.07-42.75;49,7588;-69,2222; 4.92986;0;0,995192;0,00379958;0,00187322; -1;;;;;0
1334;PSZ2 G286.28-38.36;59,8047;-72,0971; 8.73423;0;0,604127;0,00276137;0,00078366; 20; 0.307000;; 5.940131;0,38694;1
1335;PSZ2 G286.32-30.62;85,3794;-75,0626; 4.97583;0;0,971375;0,00145349;0,000588125; -1;;;;;0
1336;PSZ2 G286.39+64.06;185,7032;2,1158; 4.85210;0;0,99844;0,00250786;0,00102979; 24; 0.228986;RMJ122241.3+020558.9; 4.098035;0,485076;0
1337;PSZ2 G286.62-31.24;82,8402;-75,1931;11,89962;0;0,991567;0,00300543;0,000537914; 20; 0.210000;; 5.683848;0,243097;1
1338;PSZ2 G286.66-23.93;111,5332;-74,9867; 5.46404;0;0,968881;0,00134305;0,000504948; -1;;;;;0
1339;PSZ2 G286.68+23.18;173,9996;-37,2921; 5.33946;0;0,94453;0,00145772;0,000566671; 20; 0.300000;; 5.043166;0,49776;0
1340;PSZ2 G286.75-37.35;61,9423;-72,9616; 8.21417;0;0,974456;0,00222049;0,000628202; 20; 0.470000;; 6.785440;0,48982;1
1341;PSZ2 G286.98+32.90;177,7061;-28,0855;22,65637;0;0,995759;0,00833104;0,000774848; 20; 0.390000;;14,692611;0,391745;1
1342;PSZ2 G287.00-35.24;68,1017;-74,1685; 5.66762;0;0,951061;0,00136347;0,00057194; 20; 0.430000;; 5.226339;0,521019;0
1343;PSZ2 G287.05-23.21;114,5879;-75,1234; 5.17341;0;0,964659;0,00159947;0,000710957; 21; 0.111000;RXCJ0738.1-7506; 2.166549;0,254779;0
1344;PSZ2 G287.22+18.13;172,5177;-42,2433; 8.23349;0;0,9613;0,00276141;0,000686813; 21; 0.155000;RXC J1130.0-4213; 4.442432;0,325747;1
1345;PSZ2 G287.25+34.96;178,5734;-26,164; 5.44786;0;0,999845;0,0040707;0,00175439; 12; 0.349000;; 5.421593;0,55593;0
1346;PSZ2 G287.46+81.12;190,3714;18,5523; 7.43163;0;0,982963;0,00315665;0,00088212; 21; 0.073000;RXC J1241.3+1834; 2.628514;0,223079;1
1347;PSZ2 G287.54+58.63;184,907;-3,2841; 4.75093;0;0,889995;0,00246288;0,00104999; 24; 0.305033;RMJ121937.2-031834.2; 4.226160;0,619404;0
1348;PSZ2 G287.55-14.25;141,6886;-70,7315; 5.10112;0;0,991255;0,000715874;0,000211464; -1;;;;;0
1349;PSZ2 G287.56-28.32;94,2895;-76,3514; 7.20884;0;0,971454;0,00174923;0,0004666; 20; 0.363000;; 4.795627;0,427674;1
1350;PSZ2 G287.72+26.46;176,3204;-34,4428; 7.21489;0;0,991898;0,0061306;0,00202021; 21; 0.069700;RXCJ1145.3-3425; 2.578626;0,226006;1
1351;PSZ2 G287.96-32.99;74,8492;-75,8018;11,74542;0;0,951981;0,00264793;0,000420312; 20; 0.250000;; 6.183183;0,25593;1
1352;PSZ2 G288.06-46.73;39,8015;-67,1621; 4.56500;0;0,816568;0,00107994;0,000556115; -1;;;;;0
1353;PSZ2 G288.08-14.81;141,5745;-71,4852; 7.77626;0;0,999172;0,00123732;0,000320781; 20; 0.290000;; 5.197617;0,394546;0
1354;PSZ2 G288.15-39.04;55,1105;-72,8593; 6.32265;0;0,981829;0,00170798;0,000786317; 20; 0.480000;; 5.874903;0,541255;1
1355;PSZ2 G288.27+39.97;180,8254;-21,5248;13,31787;0;0,985237;0,00614664;0,000898847; 21; 0.199200;RXCJ1203.2-2131; 7.162284;0,280444;1
1356;PSZ2 G288.63-37.66;58,061;-74,0086;21,26239;0;0,987305;0,00984006;0,000952347; 21; 0.127000;MS0353.3-7411; 6.440878;0,191418;1
1357;PSZ2 G288.87-32.97;73,7616;-76,5163; 4.91481;0;0,972636;0,00237478;0,000962766; 16;;;;;0
1358;PSZ2 G289.13+72.19;188,6158;9,7815; 8.79077;0;0,994612;0,00399067;0,000938655; 20; 0.229000;RXC J1234.2+0947; 5.876935;0,389943;1
1359;PSZ2 G289.16+55.27;185,0117;-6,7569; 4.58134;0;0,984001;0,00342434;0,00200918; 20; 0.410000;; 5.373662;0,657836;0
1360;PSZ2 G289.30-28.95;91,0689;-77,8446; 5.19027;0;0,965982;0,00142873;0,000577241; -1;;;;;0
1361;PSZ2 G289.50+32.71;179,9769;-28,8047; 4.97183;0;0,982669;0,00497244;0,00265263; -1;;;;;0
1362;PSZ2 G289.50-47.49;36,6101;-67,0819; 5.30401;0;0,97416;0,00279729;0,00125708; -1;;;;;0
1363;PSZ2 G290.19+30.16;179,9529;-31,4267; 6.42656;0;0,952683;0,00555679;0,00160953; 21; 0.068500;RXCJ1200.0-3124; 2.252392;0,223447;1
1364;PSZ2 G290.38+37.57;181,9786;-24,236; 4.65398;0;0,97802;0,000838575;0,000198899; -1;;;;;0
1365;PSZ2 G290.83-45.84;36,8519;-68,9655; 4.88279;0;0,670329;0,000870797;0,00029459; -1;;;;;0
1366;PSZ2 G291.34+14.70;176,4088;-46,682; 4.55553;0;0,812819;0,00169662;0,000702815; -1;;;;;0
1367;PSZ2 G291.34-55.31;26,3163;-60,588; 6.86223;0;0,990978;0,00179484;0,000451386; 21; 0.180500;RXCJ0145.2-6033; 3.686927;0,290013;1
1368;PSZ2 G292.04+22.91;179,9441;-38,8609; 5.59450;0;0,969317;0,00172509;0,000580483; -1;;;;;0
1369;PSZ2 G292.22-43.33;38,2313;-71,6195; 5.12637;0;0,979377;0,00105101;0,000412179; -1;;;;;0
1370;PSZ2 G292.40-57.11;23,9907;-59,0932; 4.92588;0;0,999667;0,00244174;0,00115594; 22; 0.490000;SPT-CLJ0135-5904; 4.787014;0,539972;0
1371;PSZ2 G292.56+21.97;180,3;-39,8837;11,69977;0;0,947363;0,00554023;0,00093829; 20; 0.300000;; 7.926002;0,439428;0
1372;PSZ2 G292.69-18.32;143,7571;-77,1034; 4.96346;0;0,29203;0,000932386;0,000356515; -1;;;;;0
1373;PSZ2 G292.74+33.49;183,188;-28,6121; 5.12740;0;0,88854;0,00181845;0,000678643; 30; 0.081570;ABELL 3506; 2.066264;0,258973;0
1374;PSZ2 G292.77-23.80;120,5493;-80,2479; 5.84627;0;0,919212;0,000715203;0,000121628; -1;;;;;0
1375;PSZ2 G292.84-16.57;149,2667;-75,9083; 7.97342;0;0,990457;0,00160089;0,000511679; -1;;;;;0
1376;PSZ2 G293.01-65.78;19,2872;-50,8488; 7.22222;0;0,940006;0,0023231;0,000640981; 20;;ACO  2893;;;1
1377;PSZ2 G293.09+43.20;185,2897;-19,0906; 5.07061;0;0,971067;0,000828344;0,000162566; -1;;;;;0
1378;PSZ2 G293.12-70.85;17,468;-45,9242; 6.98052;0;0,917363;0,00624011;0,00213849; 21; 0.023800;RXCJ0110.0-4555; 1.143805;0,110559;1
1379;PSZ2 G293.17-14.35;155,4661;-74,3156; 4.86264;0;0,963647;0,000719595;0,000149626; -1;;;;;0
1380;PSZ2 G293.35+07.33;176,4226;-54,3099; 5.32772;0;0,979265;0,00333085;0,0010564; 21; 0.155000;RXC J1145.6-5420; 3.884921;0,352238;0
1381;PSZ2 G293.35-10.50;162,5449;-71,0898; 4.77974;0;0,884893;0,00251936;0,00111634; -1;;;;;0
1382;PSZ2 G293.63+08.25;177,2786;-53,489; 5.79794;0;0,984567;0,00299482;0,00105666; -1;;;;;0
1383;PSZ2 G293.80-40.77;39,4301;-74,4142; 4.54827;0;0,920856;0,0010546;0,000545901; -1;;;;;0
1384;PSZ2 G293.92-17.26;150,8497;-77,0984; 5.07806;0;0,207333;0,00214888;0,00105779; -1;;;;;0
1385;PSZ2 G294.28-19.03;146,561;-78,659; 7.25244;0;0,188612;0,00157526;0,000518749; -1;;;;;0
1386;PSZ2 G294.31-14.18;159,304;-74,7606; 5.10200;0;0,007969;0,00535025;0,00106536; -1;;;;;0
1387;PSZ2 G294.36-29.53;83,1319;-82,0848; 6.28114;0;0,975874;0,000951364;0,000315156; 20; 0.620000;; 5.843174;0,545455;0
1388;PSZ2 G294.37-14.33;159,2047;-74,9175; 8.87115;0;0,298043;0,00461209;0,000938213; -1;;;;;0
1389;PSZ2 G294.45-13.94;160,193;-74,6249; 4.77347;0;0,002557;0,00216833;0,00114248; -1;;;;;0
1390;PSZ2 G294.64+30.15;184,398;-32,1677; 5.13815;0;0,979446;0,00101285;0,000299798; 16;;;;;0
1391;PSZ2 G294.68-37.01;45,991;-77,9032;14,36911;0;0,976158;0,00440149;0,000761119; 21; 0.274200;RXCJ0303.7-7752; 6.993430;0,294403;1
1392;PSZ2 G294.89-37.19;44,8426;-77,8629; 5.35206;0;0,90498;0,00709432;0,00131213; 20; 0.470000;; 4.826870;0,650032;0
1393;PSZ2 G295.00-37.76;42,9758;-77,4498; 4.59584;0;0,853184;0,000519985;0,000119442; -1;;;;;0
1394;PSZ2 G295.19-56.99;21,2058;-59,6325; 5.99310;0;0,845176;0,00317309;0,00254106; 20; 0.217000;SPT-CLJ0124-5937; 3.850401;0,338881;0
1395;PSZ2 G295.25-21.55;139,7605;-81,057; 7.64841;0;0,993736;0,00224915;0,000742235; 20; 0.610000;; 8.077119;0,623891;0
1396;PSZ2 G295.27+32.25;185,3699;-30,1683; 4.78508;0;0,972846;0,00149819;0,000634767; 16;;;;;0
1397;PSZ2 G295.34+23.34;183,8908;-38,9929; 9.76087;0;0,973433;0,00799336;0,00151695; 21; 0.119000;RXCJ1215.4-3900; 4.230577;0,284846;1
1398;PSZ2 G295.36+24.29;184,0871;-38,0594; 4.64184;0;0,903972;0,000904279;0,000306996; -1;;;;;0
1399;PSZ2 G295.61-17.50;156,2506;-78,2432; 5.84868;0;0,014977;0,00183946;0,00062129; -1;;;;;0
1400;PSZ2 G295.63-51.96;23,3587;-64,5679; 8.73352;0;0,973346;0,00130538;0,000266568; 20; 0.333000;SPT-CLJ0133-6434; 6.087434;0,429557;1
1401;PSZ2 G295.92-39.39;36,5378;-76,4195; 5.29261;0;0,977547;0,000577776;0,000108184; -1;;;;;0
1402;PSZ2 G296.27-52.05;22,4121;-64,5792; 6.82109;0;0,998413;0,00136646;0,000388382; 20; 0.326400;RXC J0129.4-6432; 5.311265;0,456816;1
1403;PSZ2 G296.42-32.49;57,7603;-82,2162; 9.50203;0;0,988967;0,00502938;0,00123998; 21; 0.061300;RXCJ0351.1-8212; 2.461210;0,170254;1
1404;PSZ2 G296.59-10.50;171,9015;-72,3373; 4.81530;0;0,99935;0,00177019;0,000786581; -1;;;;;0
1405;PSZ2 G296.88-17.07;162,5493;-78,4985; 5.22031;0;0,181237;0,0127024;0,00792733; -1;;;;;0
1406;PSZ2 G296.91-07.00;175,908;-69,0843; 7.10162;0;0,998915;0,00414805;0,00123614; 20; 0.310000;; 7.500602;0,539255;0
1407;PSZ2 G297.16-44.90;25,9135;-71,6325; 5.46878;0;0,939015;0,00069415;0,000154714; 16;;;;;0
1408;PSZ2 G297.31-34.68;43,9911;-81,0392; 5.18834;0;0,328627;0,00267297;0,000783773; -1;;;;;0
1409;PSZ2 G297.64-11.94;173,7429;-74,0285; 6.46493;0;0,010406;0,00345041;0,00120593; -1;;;;;0
1410;PSZ2 G297.84+26.03;187,166;-36,6148; 6.23564;0;0,949114;0,00352964;0,00100913; 16;;;;;1
1411;PSZ2 G297.91+31.43;187,8533;-31,2422; 4.96302;0;0,92778;0,00233234;0,00136513; -1;;;;;0
1412;PSZ2 G297.97-67.74;15,7362;-49,2717;13,08221;0;0,988733;0,00191422;0,000265956; 20; 0.870000;ACT-CLJ0102-49151;10,75359;0,478165;1
1413;PSZ2 G298.56+13.53;186,3643;-49,1153; 8.14353;0;0,973163;0,0017537;0,000393126; 20; 0.640000;; 8.803801;0,637421;0
1414;PSZ2 G299.38-57.32;16,6512;-59,7005; 4.76312;0;0,989432;0,00115724;0,000495292; 22; 0.348114;SPT-CLJ0106-5943; 4.364765;0,557749;0
1415;PSZ2 G299.54+17.83;188,3018;-44,9185; 6.02125;0;0,982823;0,00140594;0,000488884; -1;;;;;1
1416;PSZ2 G299.68-60.21;15,8068;-56,8424; 5.11683;0;0,97334;0,000772294;0,000245424; -1;;;;;0
1417;PSZ2 G300.98+14.38;190,018;-48,4395; 6.43877;0;0,957268;0,00312788;0,00109429; 21; 0.152000;RXC J1240.2-4825; 4.164417;0,402765;0
1418;PSZ2 G301.11+60.05;191,9529;-2,8003; 6.10587;0;0,982826;0,00192438;0,000698308; 20; 0.179700;RXC J1247.7-0247; 4.417233;0,456303;0
1419;PSZ2 G301.90+20.17;191,5501;-42,6827; 5.26161;0;0,903818;0,00164939;0,00068513; 20;;ACO S  709;;;0
1420;PSZ2 G302.41+21.60;192,217;-41,2653; 9.50365;0;0,809785;0,0679271;0,0121262; 21; 0.011400;RXCJ1248.7-4118; 1.324722;0,080864;1
1421;PSZ2 G302.49+21.53;192,3139;-41,3303; 8.36482;0;0,903436;0,04738;0,0111648; 21; 0.011400;; 1.265525;0,107624;0
1422;PSZ2 G302.85-88.63;12,8615;-28,4978; 6.59417;0;0,960456;0,00192002;0,000698759; 21; 0.112500;RXC J0051.3-2831; 3.104015;0,290028;1
1423;PSZ2 G303.00+20.86;192,9472;-42,0058; 4.62035;0;0,968655;0,0017434;0,000848451; 20;;;;;0
1424;PSZ2 G303.03-68.49;12,8044;-48,6367; 4.84964;0;0,949754;0,00299283;0,00138609; 21; 0.187300;RXC J0051.1-4833; 3.214194;0,425165;0
1425;PSZ2 G303.54+36.49;193,4108;-26,3694; 4.91256;0;0,998685;0,00231746;0,00105064; 30; 0.221153;ABELL 1633; 4.208759;0,474132;0
1426;PSZ2 G303.56+47.54;193,3026;-15,322; 5.17788;0;0,959103;0,00628179;0,00264273; 21; 0.046200;RXCJ1253.2-1522; 1.702444;0,201609;0
1427;PSZ2 G303.72-48.28;11,3984;-68,8371; 5.21374;0;0,950141;0,00172815;0,000702993; 20;;ACO S  75;;;0
1429;PSZ2 G303.75+33.70;193,6424;-29,1621;10,77025;0;0,94307;0,0288772;0,00510131; 21; 0.054400;RXCJ1254.6-2913; 2.869498;0,190494;1
