source_number;name;ra;dec;snr;ir_contam_flag;nn_quality_flag;y5r500;y5r500_error;validation_status;redshift;redshift_source_name;mass_sz;mass_sz_pos_err;cosmology_sample_flag
 599;PSZ2 G122.47-38.41;12,4689;24,4527; 5.44079;0;0,932622;0,00284777;0,00115071; 21; 0.081500;A104; 2.519945;0,304718;0
 600;PSZ2 G122.81+24.74;10,3561;87,6156; 4.59766;0;0,000696;0,00122359;0,000604754; -1;;;;;0
 601;PSZ2 G122.89-36.82;12,8246;26,051; 4.85970;0;0,991189;0,00307707;0,00185899; 24; 0.345787;RMJ005123.6+260452.3; 5.566731;0,717593;0
 602;PSZ2 G123.00-35.52;12,9231;27,3461; 5.96681;0;0,995948;0,00386475;0,00158039; 24; 0.379705;RMJ005138.6+271959.9; 6.471867;0,616903;0
 603;PSZ2 G123.35+25.39;25,3317;88,2207;10,85927;0;0,02453;0,0109449;0,00223177; -1;;;;;0
 604;PSZ2 G123.42+30.63;185,9744;86,4709; 4.68364;0;0,89653;0,0012025;0,000482873; 15;;;;;0
 605;PSZ2 G123.55-10.36;13,8632;52,5023; 7.12835;0;0,993731;0,00388486;0,0012644; 11; 0.107000;; 4.140384;0,369314;0
 606;PSZ2 G123.66+67.25;192,4223;49,8718; 5.68124;0;0,837887;0,00182487;0,000681971; 24; 0.283797;RMJ124930.9+494902.3; 4.382718;0,496195;0
 607;PSZ2 G123.72+34.68;187,9436;82,41; 5.52785;0;0,856794;0,00180962;0,000709331; 21; 0.205300;RXC J1231.3+8225; 3.822905;0,425808;0
 608;PSZ2 G123.84+25.75;43,875;88,4005; 5.80692;0;0,183456;0,0302641;0,0172991; -1;;;;;0
 609;PSZ2 G124.11+25.02;40,0123;87,6441; 5.52892;0;0,003068;0,0010323;0,000287192; -1;;;;;0
 610;PSZ2 G124.20-36.48;14,0018;26,3784;12,77239;0;0,991573;0,0066354;0,00102415; 20; 0.197100;RXC J0055.9+2622; 7.654182;0,347298;1
 611;PSZ2 G124.56+25.38;53,1306;87,7221; 5.35672;0;0,999625;0,00333501;0,00142974; -1;;;;;0
 612;PSZ2 G125.11+28.14;131,0119;87,8182; 4.98886;0;0,000571;0,00118631;0,000452098; -1;;;;;0
 613;PSZ2 G125.25+33.33;175,5136;83,4778; 5.38397;0;0,570506;0,00131581;0,000415871; -1;;;;;0
 614;PSZ2 G125.30-27.99;15,4081;34,8345; 5.81978;0;0,956968;0,00215109;0,000704948; 24; 0.223276;RMJ010140.9+345028.5; 5.024782;0,55437;0
 615;PSZ2 G125.37-08.67;16,9817;54,1189;12,29307;0;0,97428;0,00469664;0,000864588; 21; 0.106600;RXC J0107.7+5408; 5.847818;0,30302;0
 616;PSZ2 G125.41+27.95;123,9961;87,6466; 4.75905;0;0,070135;0,000804833;0,000165815; -1;;;;;0
 617;PSZ2 G125.55+32.72;171,3946;83,9581; 6.48523;0;0,99986;0,00122121;0,000296962; -1;;;;;0
 618;PSZ2 G125.68-64.12;14,0605;-1,2819;15,16051;0;0,98811;0,0307231;0,00267176; 21; 0.044200;RXCJ0056.3-0112; 3.429742;0,128114;1
 619;PSZ2 G125.71+53.86;189,2251;63,1843;11,362;0;0,987609;0,00196852;0,000408326; 20; 0.301900;RXC J1236.9+6311; 6.551286;0,322993;1
 620;PSZ2 G125.84-18.72;16,6966;44,0575; 5.30087;0;0,985857;0,00660172;0,00308617; -1;;;;;0
 621;PSZ2 G126.07-49.55;14,9524;13,2644; 4.91616;0;0,880028;0,00475732;0,00176392; 24; 0.493849;RMJ005936.8+131020.8; 4.498388;0,927496;0
 622;PSZ2 G126.20-33.17;16,0136;29,6172; 4.97826;0;0,863704;0,00313855;0,00130368; 24; 0.357968;RMJ010415.0+293335.1; 5.450941;0,715435;0
 623;PSZ2 G126.28+65.62;190,6409;51,4447; 4.76630;0;0,916031;0,000738989;0,000208492; 16;;;;;0
 624;PSZ2 G126.36-19.11;17,3428;43,6337; 5.00962;0;0,916394;0,00434458;0,0022158; -1;;;;;0
 625;PSZ2 G126.57+51.61;187,4359;65,3561; 6.35350;0;0,910706;0,00119241;0,000419516; 16;;;;;1
 626;PSZ2 G126.61-37.63;16,0784;25,145; 4.89682;0;0,942684;0,00250701;0,00124248; 13; 0.166147;; 3.836416;0,475236;0
 627;PSZ2 G126.62-53.42;15,0872;9,3811; 4.54653;0;0,004344;0,00148257;0,000695375; -1;;;;;0
 628;PSZ2 G126.72-21.03;17,603;41,6924; 4.68016;0;0,897881;0,00132594;0,000587446; -1;;;;;0
 629;PSZ2 G126.72-72.82;13,9971;-9,9879; 4.57575;0;0,997695;0,00214759;0,00116822; 20; 0.053500;ACO  117; 1.502337;0,258407;0
 630;PSZ2 G127.01+26.21;89,7625;86,2399; 5.58143;0;0,95864;0,00123048;0,000409962; 11; 0.630000;; 7.342403;0,788211;0
 631;PSZ2 G127.35-10.69;19,9231;51,9376; 6.94069;0;0,005765;0,00693004;0,00138215; -1;;;;;0
 632;PSZ2 G127.44-34.74;17,0569;27,9786; 4.51850;0;0,639631;0,00234016;0,00117333; 24; 0.248664;RMJ010819.0+275802.1; 4.898508;0,65873;0
 633;PSZ2 G127.50-30.52;17,5164;32,1829; 4.66561;0;0,998013;0,00239083;0,00112841; 24; 0.352803;RMJ011007.2+321048.7; 5.288989;0,637361;0
 634;PSZ2 G127.71-69.55;14,5389;-6,7506; 7.58598;0;0,011885;0,00374342;0,00115661; 24; 0.119261;RMJ005815.8-065213.7; 4.060239;0,336338;1
 635;PSZ2 G127.86+45.05;181,7469;71,6465; 5.16152;0;0,891279;0,00345516;0,00136536; 21; 0.191200;RXC J1206.9+7139; 2.880585;0,356824;0
 636;PSZ2 G128.15-24.71;18,8768;37,9135; 4.74838;0;0,93682;0,00126384;0,000512148; -1;;;;;0
 637;PSZ2 G128.18-51.08;16,2287;11,6445; 5.07801;0;0,993531;0,00242603;0,000937826; 24; 0.545703;RMJ010456.6+113905.5; 6.590203;0,820795;0
 638;PSZ2 G128.26+43.03;179,0066;73,5113; 4.71085;0;0,88798;0,00396367;0,00183612; 21; 0.083000;RXC J1156.0+7325; 1.854666;0,286383;0
 639;PSZ2 G129.78+16.85;45,9271;77,9273; 4.84881;0;0,00549;0,00242369;0,000992304; 20; 0.411590;; 6.193617;0,801303;0
 640;PSZ2 G129.99-22.42;21,3891;39,9803; 4.55019;0;0,851899;0,00202559;0,000921058; -1;;;;;0
 641;PSZ2 G130.13-17.02;22,6751;45,2942; 5.85576;0;0,996076;0,00201282;0,000732527; 20; 0.213700;; 4.900003;0,516358;0
 642;PSZ2 G130.21-62.60;16,2029;0,0743; 6.19240;0;0,997484;0,00228969;0,000796444; 20; 0.277000;ZwCl 0102.4-0012; 5.708627;0,577407;1
 643;PSZ2 G130.25-26.50;20,9524;35,9025; 5.19178;0;0,992335;0,00298787;0,00108573; 20; 0.216000;ZwCl 0120.8+3538; 4.489789;0,46816;0
 644;PSZ2 G130.64+37.16;161,7858;78,0335; 4.79777;0;0,970817;0,00393549;0,0018573; -1;;;;;0
 645;PSZ2 G131.06+29.98;126,5885;82,3106; 6.03331;0;0,97752;0,00286127;0,00102848; 21; 0.200000;RXC J0825.7+8218; 4.249435;0,437221;1
 646;PSZ2 G131.15-14.72;24,6439;47,3943; 5.37086;0;0,995705;0,00149941;0,000485299; -1;;;;;0
 647;PSZ2 G131.19+14.48;45,8675;75,1996; 4.79508;0;0,005861;0,00178288;0,000668134; -1;;;;;0
 648;PSZ2 G131.27-25.82;22,2049;36,4447; 4.50219;0;0,833511;0,000902258;0,000233023; -1;;;;;0
 649;PSZ2 G132.29+44.51;171,9216;71,0596; 5.25466;0;0,912558;0,0129203;0,00672959; 30; 0.152500;RX J1127.4+7107; 2.754616;0,264792;0
 650;PSZ2 G132.47-17.27;25,7211;44,6391; 9.13154;0;0,977806;0,00231269;0,000508718; 21; 0.341000;RXC J0142.9+4438; 9.015773;0,600256;1
 651;PSZ2 G132.54-42.16;20,4346;20,1398; 5.17925;0;0,978068;0,00108158;0,000276001; 24; 0.193982;RMJ012141.4+200538.5; 3.986756;0,496259;0
 652;PSZ2 G133.59+50.68;176,704;65,0891; 5.02731;0;0,862422;0,000888056;0,000353224; 24; 0.529308;RMJ114649.1+650506.8; 5.158692;0,555484;0
 653;PSZ2 G133.60+69.04;187,2235;47,6123; 8.94485;0;0,991556;0,00305431;0,00078359; 20; 0.254000;RXC J1229.0+4737; 5.877626;0,380901;1
 654;PSZ2 G133.92-42.73;21,401;19,4054; 4.69973;0;0,993905;0,0015965;0,000650979; 16;;;;;0
 655;PSZ2 G134.26-44.28;21,3587;17,8353; 5.08196;0;0,01226;0,00948;0,00366666; -1;;;;;0
 656;PSZ2 G134.52+31.98;131,3692;78,8112; 4.58004;0;0,967664;0,000940682;0,000347759; 30; 0.128800;NSC J084452+784649; 2.471340;0,435877;0
 657;PSZ2 G134.59+53.38;177,7969;62,3578; 5.03832;0;0,752125;0,000804526;0,000235468; 20; 0.345200;WHL J177.705+62.33; 4.454914;0,526682;0
 658;PSZ2 G134.64-11.80;30,6528;49,4458; 6.01588;0;0,976451;0,00236643;0,000998161; 11; 0.207000;; 5.191344;0,56649;0
 659;PSZ2 G134.70+48.91;173,3085;66,3869; 9.16206;0;0,952298;0,0031262;0,000610988; 20; 0.116000;RXC J1133.2+6622; 3.404457;0,205491;1
 660;PSZ2 G135.03+36.04;146,768;76,3876; 6.48314;0;0,981275;0,00194148;0,000535166; 21; 0.345000;MACSJ0947.2+7623; 5.619797;0,454947;1
 661;PSZ2 G135.06+54.39;178,0903;61,3191; 7.58876;0;0,003515;0,0020906;0,000550473; 20; 0.316900;WHL J178.058+61.33; 5.405140;0,405771;0
 662;PSZ2 G135.17+65.43;184,8205;50,9217; 6.05837;0;0,992277;0,000846889;0,000162603; 24; 0.543612;RMJ121912.2+505435.3; 6.005507;0,574404;1
 663;PSZ2 G135.19+57.88;180,5387;58,0593; 5.92953;0;0,821517;0,00382583;0,00135057; 20; 0.103100;RXC J1201.9+5802; 2.214468;0,232547;0
 664;PSZ2 G135.70+32.52;131,9362;77,6889; 4.88805;0;0,985396;0,0018477;0,000821357; 21; 0.260000;RXC J0847.7+7741; 4.201044;0,533953;0
 665;PSZ2 G135.76-62.03;18,8368;0,2381; 4.52712;0;0,995666;0,0082031;0,00476388; 21; 0.045000;RXCJ0115.2+0019; 1.523346;0,246458;0
 666;PSZ2 G135.94-68.22;17,6739;-5,8457; 6.86631;0;0,0024;0,00263983;0,000879515; -1;;;;;0
 667;PSZ2 G136.02-47.15;22,027;14,7831; 4.64382;0;0,556226;0,00236225;0,00121503; -1;;;;;0
 668;PSZ2 G136.31+54.67;176,9598;60,7656; 6.91945;0;0,159295;0,00085068;0,000145271; -1;;;;;0
 669;PSZ2 G136.33-44.53;22,8257;17,3003; 4.70690;0;0,034349;0,00413448;0,0021305; -1;;;;;0
 670;PSZ2 G136.64-25.03;28,2988;36,1888; 7.06184;0;0,850513;0,0212154;0,00727699; 21; 0.016300;RXC J0152.7+3609; 1.120883;0,10721;1
 671;PSZ2 G136.91-53.21;21,2745;8,7377; 5.26886;0;0,986474;0,00460172;0,0014918; 21; 0.049100;A193; 1.831557;0,205559;0
 672;PSZ2 G136.92+59.46;180,0852;56,2524; 6.26930;0;0,866949;0,0060875;0,00191376; 21; 0.065000;RXC J1200.3+5613; 1.808754;0,165151;1
 673;PSZ2 G137.24+53.93;175,2772;61,1942; 7.87314;0;0,070615;0,00238393;0,000607534; -1;;;;;0
 674;PSZ2 G137.51-09.98;35,6915;50,2844; 5.51061;0;0,004676;0,00173639;0,000543168; -1;;;;;0
 675;PSZ2 G137.58+53.88;174,8622;61,1503; 8.17913;0;0,38786;0,00118219;0,000242852; -1;;;;;0
 676;PSZ2 G137.74-27.08;28,7835;33,9443; 6.18272;0;0,990187;0,00435696;0,00149503; 21; 0.087200;RXC J0155.1+3355; 2.833728;0,27313;1
 677;PSZ2 G138.11+42.06;157,0566;70,5886; 6.82664;0;0,949424;0,00103863;0,00017603; 11; 0.496000;; 6.641296;0,580927;1
 678;PSZ2 G138.32-39.82;25,5157;21,533; 5.98956;0;0,992871;0,00278857;0,00092002; 21; 0.280300;RXJ0142.0+2131; 5.984324;0,530039;0
 679;PSZ2 G138.61-10.84;36,7785;49,0862; 8.63912;0;0,02017;0,00801408;0,00166783; 10; 0.702000;; 9.480788;0,668775;0
 680;PSZ2 G138.97+40.56;152,3581;71,1359; 4.94911;0;0,948481;0,00247803;0,00106973; 21; 0.192700;RXC J1009.3+7110; 3.452167;0,421697;0
 681;PSZ2 G139.00+50.92;170,0451;63,2596; 4.98222;0;0,777367;0,000908063;0,000281132; 16;;;;;0
 682;PSZ2 G139.18+56.37;175,5928;58,5227;10,64874;0;0,990785;0,0015142;0,000235247; 20; 0.322000;RXC J1142.5+5832; 6.867679;0,379927;1
 683;PSZ2 G139.62+24.18;95,5192;74,681; 9.50249;0;0,985647;0,00388447;0,00095813; 20; 0.267000;; 7.612033;0,472881;1
 684;PSZ2 G139.72-17.13;34,9806;42,8317; 5.11639;0;0,983033;0,00158727;0,000551846; -1;;;;;0
 685;PSZ2 G140.63+29.45;115,5206;74,2536; 6.87610;0;0,999933;0,00235165;0,000706314; 21; 0.214900;RXC J0741.7+7414; 5.024277;0,352296;1
 686;PSZ2 G140.90-52.52;23,8104;8,8101; 5.43092;0;0,976771;0,00132535;0,000416534; 24; 0.538770;RMJ013516.8+084750.5; 7.431686;0,853179;0
 687;PSZ2 G141.05-32.61;30,0905;27,8208; 4.97616;0;0,977712;0,00169968;0,000624585; 24; 0.554472;RMJ020017.0+274821.2; 6.923885;0,72407;0
 688;PSZ2 G141.59+23.69;95,4832;72,8128; 4.96294;0;0,978302;0,00110549;0,000331674; -1;;;;;0
 689;PSZ2 G141.77+14.19;70,2801;68,19; 4.97394;0;0,935609;0,00184603;0,00078505; 11; 0.830000;; 7.663842;0,895053;0
 690;PSZ2 G141.98+69.31;183,2387;46,3648; 4.71202;0;0,837712;0,00194861;0,000860901; 16;;;;;0
 691;PSZ2 G142.18-53.27;24,3418;7,8754; 4.72115;0;0,984582;0,00166927;0,000661195; 24; 0.365200;ACO 220; 5.989572;0,774948;0
 692;PSZ2 G142.20+37.25;139,6126;70,8566; 4.86713;1;0,171159;0,00185371;0,000809642; 12; 0.284000;; 4.447463;0,5871;0
 693;PSZ2 G142.39+22.80;93,3711;71,8535; 4.92783;0;0,789368;0,00143052;0,000567881; 15;;;;;0
 694;PSZ2 G142.41+30.68;119,2626;72,6019; 5.10482;0;0,998852;0,0016115;0,00065738; 16;;;;;0
 695;PSZ2 G143.00-77.70;17,2085;-15,5166; 6.92492;0;0,904092;0,00896095;0,00243402; 21; 0.053300;RXCJ0108.8-1524; 1.844464;0,162361;1
 696;PSZ2 G143.26+65.24;179,8427;49,7742;10,17122;0;0,991289;0,00260541;0,00054222; 24; 0.363353;RMJ115914.9+494748.4; 7.649124;0,415803;1
 697;PSZ2 G143.44+53.66;168,7489;59,4513; 5.86000;0;0,970922;0,00102225;0,00029595; 24; 0.366351;RMJ111456.8+592649.3; 5.308710;0,548423;0
 698;PSZ2 G143.62+42.61;150,8432;67,1371; 7.93295;0;0,93654;0,00496078;0,00112779; 21; 0.206000;RXC J1003.1+6709; 4.946570;0,316993;1
 699;PSZ2 G143.70-08.59;45,1628;48,9905; 4.94494;0;0,958674;0,00274499;0,00134324; 15;;;;;0
 700;PSZ2 G143.90+25.06;101,3351;71,0722; 4.91405;0;0,342742;0,00433214;0,00170501; -1;;;;;0
 701;PSZ2 G144.23-18.19;39,7214;40,1886; 5.22279;0;0,992947;0,00212881;0,000847276; 16;;;;;0
 702;PSZ2 G144.33+62.85;177,3062;51,6086; 4.88550;0;0,774516;0,00201253;0,000833341; 21; 0.132000;RXC J1149.0+5135; 2.657646;0,333162;0
 703;PSZ2 G144.81-49.86;27,0058;10,5846; 4.91842;0;0,997782;0,00202639;0,00083227; 30; 0.190000;NSCS J014800+103815; 4.385430;0,574535;0
 704;PSZ2 G144.83+25.11;101,9623;70,2573; 7.05418;0;0,980247;0,00134297;0,000290894; 21; 0.584000;MACSJ0647.7+7015; 8.221205;0,71418;1
 705;PSZ2 G144.84-35.16;32,423;24,3554; 4.83564;0;0,985082;0,00309018;0,00146712; -1;;;;;0
 706;PSZ2 G144.99-24.64;37,1891;34,027; 5.50286;0;0,914225;0,00136121;0,000386022; 20; 0.190000;ZwCl 0225.8+3347; 4.245301;0,476745;0
 707;PSZ2 G145.19+32.14;122,7692;70,049; 6.25444;0;0,985791;0,00159696;0,000437528; 21; 0.223000;RXC J0811.1+7002; 4.870073;0,385278;1
 708;PSZ2 G145.25+50.84;163,3572;60,862; 5.98477;0;0,64574;0,000853826;0,000138563; -1;;;;;0
 709;PSZ2 G145.65+59.30;173,1514;54,2102; 4.74499;0;0,999362;0,00192267;0,000878361; 25; 0.347477;ACO 1294; 4.731703;0,589511;0
 710;PSZ2 G145.92-12.53;45,1748;44,4915; 6.10400;0;0,994964;0,0296268;0,0102434; 21; 0.030000;RXC J0300.7+4427; 1.912120;0,1931;0
 711;PSZ2 G146.00-49.45;27,885;10,7069; 7.56017;1;0,003914;0,00517054;0,00125204; 10; 0.097000;; 3.877101;0,330756;1
 712;PSZ2 G146.10-55.55;25,7706;4,9787; 4.67458;0;0,699979;0,00124306;0,000450094; -1;;;;;0
 713;PSZ2 G146.13+40.97;144,7845;66,4371; 4.90233;0;0,001034;0,0048534;0,00196853; -1;;;;;0
 714;PSZ2 G146.16-48.92;28,179;11,167; 5.10059;0;0,004411;0,00820056;0,00446572; -1;;;;;0
 715;PSZ2 G146.35-15.59;43,6665;41,6041; 8.21934;0;0,950155;0,0369662;0,0106207; 21; 0.017200;RXC J0254.4+4134; 1.957186;0,140879;1
 716;PSZ2 G146.82+40.97;144,1849;65,9752; 5.30917;0;0,001538;0,0146728;0,0049309; 30; 0.259000;GMBCG J144.26171+65.90604; 4.489098;0,450875;0
 717;PSZ2 G146.88+17.13;83,5412;65,7206; 6.13309;0;0,006319;0,0066276;0,00251995; -1;;;;;0
 718;PSZ2 G147.11+21.84;94,6302;67,4056; 5.86298;0;0,970621;0,00308663;0,00137561; 21; 0.112700;RXC J0618.5+6724; 3.380101;0,349949;0
 719;PSZ2 G147.14-20.56;41,5339;36,8571; 6.30829;0;0,950175;0,00915696;0,00279762; 21; 0.048800;RXC J0246.0+3653; 2.100583;0,188193;0
 720;PSZ2 G147.17+42.67;147,4525;64,9221; 4.92011;0;0,998781;0,0013141;0,000549868; -1;;;;;0
 721;PSZ2 G147.88+53.24;164,3924;58,0187; 6.08506;0;0,995944;0,00141391;0,000521073; 20; 0.600000;SL J1057.5+5759; 6.468580;0,598122;0
 722;PSZ2 G148.36+75.23;184,6185;40,2211; 5.46072;0;0,99856;0,00213399;0,000791599; 21; 0.303800;RXC J1218.4+4013; 4.752996;0,469796;0
 723;PSZ2 G148.60-48.61;29,8158;10,8423; 4.71016;0;0,006611;0,0077845;0,00179605; -1;;;;;0
 724;PSZ2 G149.22+54.18;164,6039;56,7926;15,99257;0;0,98995;0,00590701;0,000795964; 20; 0.136900;RXC J1058.4+5647; 5.865067;0,216698;1
 725;PSZ2 G149.39-36.84;35,3753;21,3546; 7.26421;0;0,999867;0,00565096;0,00167974; 20; 0.170000;ACO   344; 5.416870;0,440593;1
 726;PSZ2 G149.63-84.19;15,6691;-21,9121;11,49858;0;0,99112;0,00941611;0,0017825; 21; 0.056900;RXCJ0102.7-2152; 3.017628;0,179196;1
 727;PSZ2 G149.73+24.49;102,664;65,7775; 4.51915;0;0,300314;0,000974193;0,000303025; -1;;;;;0
 728;PSZ2 G149.75+34.68;127,7147;65,8623;18,07203;0;0,996207;0,00666606;0,000767523; 21; 0.181800;RXC J0830.9+6551; 8.859059;0,323006;1
 729;PSZ2 G150.24+48.72;155,8514;59,8085; 5.01426;0;0,86858;0,00173434;0,000770255; 21; 0.205500;RXC J1023.3+5948; 3.559362;0,407305;0
 730;PSZ2 G150.56+46.67;152,183;60,7778; 5.24259;0;0,963978;0,00166446;0,000611061; 24; 0.398297;RMJ100838.3+604644.2; 5.213355;0,623271;0
 731;PSZ2 G150.56+58.32;168,7952;53,3275; 8.58441;0;0,977937;0,00204154;0,000658089; 20; 0.470000;RXC J1115.2+5320; 7.552688;0,496695;1
 732;PSZ2 G150.64-14.21;49,332;40,6769; 4.67771;0;0,999724;0,00204695;0,00105446; -1;;;;;0
 733;PSZ2 G150.90-39.05;35,4972;18,8492; 5.55919;0;0,994081;0,0057279;0,00208221; 20; 0.224900;WHL J35.5193+18.77; 5.001371;0,580487;0
 734;PSZ2 G151.19+48.27;154,4084;59,551; 6.61387;0;0,981542;0,0010206;0,000185652; 24; 0.289487;RMJ101734.3+593339.8; 5.080495;0,468974;1
 735;PSZ2 G151.62+54.78;163,7128;55,361; 4.61584;0;0,872216;0,00107037;0,000479847; 24; 0.486423;RMJ105452.0+552112.6; 5.365290;0,682899;0
 736;PSZ2 G151.86-75.04;20,2489;-13,8593; 5.24833;0;0,983561;0,00303339;0,0014011; 21; 0.051900;RXCJ0120.9-1351; 1.671549;0,228695;0
 737;PSZ2 G151.90+11.63;78,8514;58,7099; 5.54678;0;0,99994;0,0101718;0,00495612; 21; 0.120300;RXC J0515.3+5845; 3.862952;0,493891;0
 738;PSZ2 G152.33+81.28;187,6699;34,629; 6.09016;0;0,989223;0,00111653;0,000319319; 21; 0.333100;RXC J1230.7+3439; 5.358087;0,532108;1
 739;PSZ2 G152.40+75.00;183,3147;39,8577; 4.69543;0;0,836833;0,000853626;0,000317614; -1;;;;;0
 740;PSZ2 G152.47+42.11;142,4647;61,6579; 4.81073;0;0,999933;0,00139393;0,000632314; -1;;;;;0
 741;PSZ2 G152.70+25.46;106,0963;63,3173; 6.24728;0;0,999265;0,0050895;0,00167781; 21; 0.098000;RXC J0704.4+6318; 2.945928;0,239015;1
 742;PSZ2 G153.00-58.26;28,1451;0,9903; 5.64442;0;0,967662;0,00265229;0,000976016; 20; 0.227000;RXC J0152.7+0100; 5.044630;0,567708;0
 743;PSZ2 G153.29+36.56;130,6776;62,6758; 8.38265;0;0,000175;0,0182911;0,00270102; 10; 0.650000;; 6.315530;1,43413;0
 744;PSZ2 G153.56+36.82;131,1332;62,4117;15,89673;0;0,000034;0,0151202;0,00163593; -1;;;;;0
 745;PSZ2 G153.57+36.26;129,9422;62,5148; 6.86690;0;0,468176;0,00923079;0,00252398; 10; 0.132000;; 3.373701;0,368214;0
 746;PSZ2 G153.68+36.96;131,3866;62,2867; 5.06744;0;0,001078;0,00298575;0,0011031; -1;;;;;0
 747;PSZ2 G153.80+33.79;124,5597;62,682; 4.51620;0;0,982232;0,00108749;0,000461495; -1;;;;;0
 748;PSZ2 G154.13+40.19;137,8076;61,1324; 6.40044;0;0,991852;0,00192411;0,000620027; 24; 0.289825;RMJ091105.6+610747.4; 5.468107;0,447913;1
 749;PSZ2 G155.10-49.97;33,0806;7,7805; 5.03054;0;0,999252;0,00115804;0,000313674; 20; 0.459000;WHL J33.0799+7.795; 6.570337;0,765044;0
 750;PSZ2 G155.27-68.42;24,3338;-8,4815; 7.98366;0;0,967005;0,00243082;0,000575585; 10; 0.566000;WHL J24.3324-8.477; 8.934781;0,648214;1
 751;PSZ2 G155.46-60.15;28,3866;-1,266; 4.77424;0;0,937406;0,00318736;0,00128167; 21; 0.243800;RXC J0153.5-0118; 4.261919;0,534003;0
 752;PSZ2 G155.80+70.40;178,4833;42,86; 4.81041;0;0,925419;0,000989761;0,00039758; 24; 0.333145;RMJ115353.2+425213.2; 4.419779;0,527941;0
 753;PSZ2 G155.95-72.13;22,695;-11,8314; 5.13684;0;0,996529;0,000991822;0,00026677; 11; 0.620000;; 6.468981;0,717602;0
 754;PSZ2 G156.24+22.32;101,2349;59,451; 4.78846;0;0,963685;0,000814648;0,000169152; -1;;;;;0
 755;PSZ2 G156.26+59.64;167,1024;50,2811; 6.39086;0;0,993696;0,00159467;0,000507962; 24; 0.587747;RMJ110830.0+501602.9; 6.767759;0,594874;1
 756;PSZ2 G156.88+13.48;86,4221;55,511; 8.27798;0;0,999319;0,00320213;0,000925822; 20;;;;;0
 757;PSZ2 G157.07-33.63;42,9258;21,1472; 4.74787;0;0,065969;0,00195183;0,000730868; -1;;;;;0
 758;PSZ2 G157.32-26.77;47,2494;26,7586;10,41171;0;0,990911;0,00400277;0,000956843; 21; 0.356000;MACSJ0308.9+2645;10,755582;0,628589;0
 759;PSZ2 G157.43+30.34;117,2382;59,6949; 8.75539;1;0,993552;0,00138357;0,000161086; 11; 0.450000;[ATZ98] B100; 8.122155;0,527328;1
 760;PSZ2 G157.63+78.02;184,3872;36,7167; 6.30027;0;0,896688;0,00161129;0,000376943; 24; 0.377025;RMJ121731.2+364111.3; 5.557393;0,546823;1
 761;PSZ2 G157.82+21.28;100,1217;57,7475; 6.33392;0;0,990485;0,00307348;0,00101643; 11; 0.430000;; 7.009147;0,519503;1
 762;PSZ2 G158.35-47.49;36,2106;8,8499; 5.01400;0;0,980358;0,0015985;0,00061794; 12; 0.305000;; 5.659596;0,726312;0
 763;PSZ2 G158.45-42.92;38,7207;12,7028; 4.80720;0;0,978255;0,00186082;0,00076778; -1;;;;;0
 764;PSZ2 G159.40-40.67;40,57;14,2141; 5.05442;0;0,968162;0,00250569;0,00100774; 16;;;;;0
 765;PSZ2 G159.86+42.57;139,8791;56,346; 5.08733;0;0,90618;0,00173264;0,0008318; 24; 0.269608;RMJ091944.3+562201.4; 4.612375;0,572142;0
 766;PSZ2 G159.91-73.50;22,9809;-13,614;17,06872;0;0,99254;0,00698226;0,000942473; 21; 0.206000;RXCJ0131.8-1336; 8.464249;0,283711;1
 767;PSZ2 G160.83+81.66;186,725;33,5703; 4.91372;0;0,92114;0,0016187;0,000759961; 21; 0.888000;BVH2007 154; 5.700541;0,626935;0
 768;PSZ2 G160.83-70.63;24,8539;-11,3815; 6.30433;0;0,998184;0,00126618;0,000274883; 16;;;;;1
 769;PSZ2 G160.94+44.85;143,3681;54,9523; 4.98439;0;0,055669;0,00113215;0,000444837; -1;;;;;0
 770;PSZ2 G161.39+26.27;110,4011;55,763; 9.74722;0;0,988847;0,0116012;0,00256623; 21; 0.038100;RXC J0721.3+5547; 2.134152;0,147713;1
 771;PSZ2 G161.73-28.58;49,5734;23,0123; 4.80883;0;0,010477;0,00218396;0,00106473; -1;;;;;0
 772;PSZ2 G161.94-48.17;37,8755;6,9716; 7.98023;0;0,996475;0,00407851;0,00101361; 20; 0.220300;ACO 360; 6.535912;0,514857;1
 773;PSZ2 G162.33+25.03;108,5623;54,69; 5.37799;0;0,997706;0,00212641;0,000930097; 21; 0.104300;A572; 2.852628;0,362213;0
 774;PSZ2 G162.49-71.98;24,51;-12,7974; 6.27127;0;0,996997;0,00512228;0,001724; 21; 0.210800;RXC J0137.9-1248; 4.643719;0,474605;1
 775;PSZ2 G163.04-27.80;51,0846;22,9189; 4.74695;0;0,368351;0,00558613;0,00219494; 15;;;;;0
 776;PSZ2 G163.22-26.48;52,119;23,8375; 6.34635;0;0,020219;0,00242336;0,000795818; -1;;;;;0
 777;PSZ2 G163.61+34.30;124,7099;54,5333; 4.67090;0;0,898187;0,00172758;0,000781634; 24; 0.595861;RMJ081857.0+543153.8; 5.759564;0,732794;0
 778;PSZ2 G163.69+53.52;155,5975;50,1197; 9.65552;0;0,924442;0,00328422;0,00071138; 20; 0.158000;RXC J1022.5+5006; 4.733641;0,292316;1
 779;PSZ2 G163.87+48.54;148,2005;51,8883; 4.95217;0;0,956614;0,0011676;0,000431497; 21; 0.214000;ZwCl2701; 3.621027;0,422104;0
